"Accession_title","UID","Species","Length","Location"
"HQ428115Barbicambarus cornutus isolate 252 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial","311977056","Barbicambarus cornutus","630","252"
"EU583568Orconectes barri voucher JC1342 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914761","Orconectes barri","658","JC1342|USA: Clinton Cave, Tennessee"
"EU583567Orconectes barri voucher JC1433 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914759","Orconectes barri","658","JC1433|USA: Stream Cave, Kentucky"
"EU583566Orconectes barri voucher JC1912 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914757","Orconectes barri","658","JC1912|identical sequence also found in JC1435|USA: Redmond Creek Cave, Kentucky and Stream Cave, Kentucky"
"EU583565Orconectes barri voucher JC1921 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914755","Orconectes barri","658","JC1921|USA: Tonyas Cave, Kentucky"
"EU583564Orconectes barri voucher JC1922 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914753","Orconectes barri","658","JC1922|USA: Tonyas Cave, Kentucky"
"EU583563Orconectes barri voucher JC1923 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914751","Orconectes barri","658","JC1923|USA: Tonyas Cave, Kentucky"
"EU583562Orconectes barri voucher JC1862 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914749","Orconectes barri","658","JC1862|USA: Grayson Gunner Cave, Kentucky"
"EF207164Orconectes barri voucher JC1960 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","146157716","Orconectes barri","705","JC1960"
"EF207163Orconectes barri voucher JC1959 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","146157714","Orconectes barri","705","JC1959"
"ON380879Orconectes incomptus voucher CR-0023 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2232248755","Orconectes incomptus","642","CR-0023|Cherry Cave|USA: TN, Jackson County|24-Nov-2015|ML Niemiller, ET Carter, G Moni, et al."
"ON380878Orconectes incomptus voucher CR-0007 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2232248751","Orconectes incomptus","642","CR-0007|Talley Ditch Cave|USA: AL, Jackson County|20-Oct-2012|ML Niemiller, JW Armbruster"
"ON380875Orconectes incomptus voucher CR-0004 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2232248736","Orconectes incomptus","642","CR-0004|Pilot Knob Cave|USA: TN, Jackson County|13-Jun-2014|ML Niemiller, CDR Stephen"
"ON380874Orconectes incomptus voucher CR-0003 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2232248731","Orconectes incomptus","642","CR-0003|Elrod Cave|USA: TN, Jackson County|25-Nov-2014|ML Niemiller, CDR Stephen, ET Carter, B Reeves, C Holliday, A Harris, G Moni"
"EU583561Orconectes incomptus voucher JF2828 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914747","Orconectes incomptus","639","JF2828|USA: Flynn Creek Cave, Tennessee"
"EF207166Orconectes incomptus voucher JC1303 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","146157720","Orconectes incomptus","705","JC1303"
"EF207165Orconectes incomptus voucher JC277 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","146157718","Orconectes incomptus","705","JC277"
"AY701201Orconectes inermis cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","58917849","Orconectes inermis","1522",NA
"EU583560Orconectes packardi voucher JF3397 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914745","Orconectes packardi","658","JF3397|identical sequence also found in JF2809|USA: Duvalts Cave, Kentucky and Pine Hill Cave, Kentucky"
"EU583559Orconectes packardi voucher JC3392 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914743","Orconectes packardi","658","JC3392|USA: Teamers Cave, Kentucky"
"EU583558Orconectes packardi voucher JF3393 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914741","Orconectes packardi","658","JF3393|USA: Teamers Cave, Kentucky"
"EU583557Orconectes packardi voucher JC376 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914739","Orconectes packardi","658","JC376|USA: Jugornot Cave, Kentucky"
"EU583556Orconectes packardi voucher JC385 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914737","Orconectes packardi","658","JC385|USA: Jugornot Cave, Kentucky"
"EU583555Orconectes packardi voucher JC392 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914735","Orconectes packardi","658","JC392|USA: Jugornot Cave, Kentucky"
"EU583554Orconectes packardi voucher JC397 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914733","Orconectes packardi","658","JC397|USA: Jugornot Cave, Kentucky"
"EU583553Orconectes packardi voucher JF3375 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914731","Orconectes packardi","658","JF3375|USA: Hail Cave, Kentucky"
"EU583552Orconectes packardi voucher JF3376 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","197914729","Orconectes packardi","658","JF3376|identical sequence also found in JF1411, JC375, JC1898, JC1888, JC1885, JC1883, JC1863, and JC1646|USA: Hail Cave, Kentucky, Coral Cave, Kentucky, Jugornot Cave, Kentucky, Cedar Creek Cave, Kentucky, Daves Cave, Kentucky, Dykes Bridge Cave, Kentucky, Fletcher Springs Cave, Kentucky, Big Sink Cave, Kentucky, and Sloans Valley Cave, Kentucky"
"EF207168Orconectes packardi voucher JC1644 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","146157724","Orconectes packardi","705","JC1644"
"EF207167Orconectes packardi voucher JC374 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","146157722","Orconectes packardi","705","JC374"
"AY701203Orconectes pellucidus cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","58917852","Orconectes pellucidus","1473",NA
"ON380892Orconectes sheltae voucher PL-0138 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2232248798","Orconectes sheltae","642","PL-0138|Shelta Cave|USA: AL, Madison County|28-Aug-2020|ML Niemiller, KDK Niemiller, KE Dooley, N Sturm, K Wilson, M Carter, J Lamb"
"ON380891Orconectes sheltae voucher MLN 19-023.1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2232248793","Orconectes sheltae","642","MLN 19-023.1|Shelta Cave|USA: AL, Madison County|31-May-2019|ML Niemiller, KDK Niemiller, A Guillemette, S Sparrow, C Woodward, J Nemati"
"ON380892Orconectes sheltae voucher PL-0138 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2232248798","Orconectes sheltae","642","PL-0138|Shelta Cave|USA: AL, Madison County|28-Aug-2020|ML Niemiller, KDK Niemiller, KE Dooley, N Sturm, K Wilson, M Carter, J Lamb"
"ON380891Orconectes sheltae voucher MLN 19-023.1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","2232248793","Orconectes sheltae","642","MLN 19-023.1|Shelta Cave|USA: AL, Madison County|31-May-2019|ML Niemiller, KDK Niemiller, A Guillemette, S Sparrow, C Woodward, J Nemati"
"MG516916Procambarus acanthophorus haplotype H4 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1527229841","Procambarus acanthophorus","636","H4"
"MG516915Procambarus acanthophorus haplotype H3 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1527229839","Procambarus acanthophorus","636","H3"
"MG516914Procambarus acanthophorus haplotype H2 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1527229837","Procambarus acanthophorus","636","H2"
"MG516913Procambarus acanthophorus haplotype H1 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1527229835","Procambarus acanthophorus","636","H1"
"KX238171Procambarus acherontis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518922","Procambarus acherontis","579","JF5521"
"KX238172Procambarus achilli cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518924","Procambarus achilli","606","Pac101"
"KX238173Procambarus acutissimus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518926","Procambarus acutissimus","606","KC7467"
"NC_033510Procambarus acutus isolate F5 mitochondrion, complete genome","1134944268","Procambarus acutus","15747","F5|USA: Prairie Fork pond, Missouri"
"MW266802Procambarus acutus voucher 3952Canalmante_cox cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1933739084","Procambarus acutus","1506","3952Canalmante_cox"
"MK308298Procambarus acutus isolate SERCINVERT1784 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1563835538","Procambarus acutus","658","SERCINVERT1784|USNM:IZ:1446250|USA: Maryland, Somerset County, Manokin River, Loretta Branch, 0.33 km upstream of powerline easement|38.2268 N 75.6661 W|16-Oct-2017|Robert Aguilar|Robert Aguilar"
"MK308130Procambarus acutus isolate SERCINVERT1783 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1563835232","Procambarus acutus","658","SERCINVERT1783|USNM:IZ:1446249|USA: Maryland, Somerset County, Manokin River, Loretta Branch, 0.33 km upstream of powerline easement|38.2268 N 75.6661 W|16-Oct-2017|Robert Aguilar|Robert Aguilar"
"MK308098Procambarus acutus isolate SERCINVERT1782 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1563835172","Procambarus acutus","658","SERCINVERT1782|USNM:IZ:1446248|USA: Maryland, Somerset County, Manokin River, Loretta Branch, 0.33 km upstream of powerline easement|38.2268 N 75.6661 W|16-Oct-2017|Robert Aguilar|Robert Aguilar"
"MH235946Procambarus acutus acutus voucher USNM:IZ:1463624 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1386666110","Procambarus acutus","658","SERCINVERT1454|acutus|USNM:IZ:1463624|USA: Maryland, Charles County, Hoghole Run, Port Tabacco River, Chesapeake Bay|38.5122 N 77.0282 W|19-Jun-2015|Jay Kilian (MD DNR)|Jay Kilian"
"MH235945Procambarus acutus acutus voucher USNM:IZ:1463625 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1386666108","Procambarus acutus","657","SERCINVERT1455|acutus|USNM:IZ:1463625|USA: Maryland, Harford County, Unnamed Branch, Atkinson Reservoir, Between Country Ridge Circle and Althea Court|39.4919 N 76.3339 W|09-Jun-2014|Jay Kilian (MD DNR)|Jay Kilian"
"MH235902Procambarus acutus acutus voucher USNM:IZ:1463621 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1386666022","Procambarus acutus","658","SERCINVERT1451|acutus|USNM:IZ:1463621|USA|Zachary Loughman|Zachary Loughman"
"MH235897Procambarus acutus acutus voucher USNM:IZ:1463622 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1386666012","Procambarus acutus","658","SERCINVERT1452|acutus|USNM:IZ:1463622|USA: Maryland, Wicomico County, Rewastico Creek, Nanticoke River, Chesapeake Bay, Adjacent to Edgewood Circle|38.427 N 75.6612 W|14-Jul-2015|Jay Kilian (MD DNR)|Jay Kilian"
"KU906093Procambarus acutus acutus voucher USNM:IZ:1286924 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1035662609","Procambarus acutus","604","SERCINVERT0226|acutus|USNM:IZ:1286924|USA: Maryland, Caroline County, Gravelly Branch, Choptank River, Downstream Site|38.997 N 75.784 W|23-May-2012|Robert Aguilar"
"KU905850Procambarus acutus acutus voucher USNM:IZ:1286923 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1035662123","Procambarus acutus","653","SERCINVERT0225|acutus|USNM:IZ:1286923|USA: Maryland, Caroline County, Gravelly Branch, Choptank River, Downstream Site|38.997 N 75.784 W|23-May-2012|Robert Aguilar"
"KU905779Procambarus acutus acutus voucher USNM:IZ:1286922 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial","1035661981","Procambarus acutus","613","SERCINVERT0224|acutus|USNM:IZ:1286922|USA: Maryland, Caroline County, Gravelly Branch, Choptank River, Downstream Site|38.997 N 75.784 W|23-May-2012|Robert Aguilar"
"KX268741Procambarus acutus isolate F5 mitochondrion, complete genome","1127778727","Procambarus acutus","15747","F5|USA: Prairie Fork pond, Missouri"
"AY701194Procambarus acutus cytochrome oxidase subunit I-like (COI) gene, partial sequence; mitochondrial","58917838","Procambarus acutus","1524",NA
"AF474366Procambarus acutus cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product","25271674","Procambarus acutus","1524",NA
"KF827977Procambarus acutus voucher KC4123 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","669056232","Procambarus acutus","642","KC4123"
"KF773892Procambarus acutus isolate 015 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","574958933","Procambarus acutus","630","015"
"JX127970Procambarus acutus isolate PopMan cytochrome oxidase c subunit I (cox1) gene, partial cds; mitochondrial","426203518","Procambarus acutus","1506","PopMan|Eukaryota; Metazoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Astacoidea; Cambaridae; Procambarus."
"JX127967Procambarus acutus isolate PopMal cytochrome oxidase c subunit I (cox1) gene, partial cds; mitochondrial","426203512","Procambarus acutus","1522","PopMal|Eukaryota; Metazoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Astacoidea; Cambaridae; Procambarus."
"KX238174Procambarus advena cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518928","Procambarus advena","606","JF4614"
"KX238174Procambarus advena cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518928","Procambarus advena","606","JF4614"
"NC_028447Procambarus alleni mitochondrion, complete genome","953245344","Procambarus alleni","15942",NA
"MT832311Procambarus alleni isolate Aug2018 cytochrome c oxidase subunit I (COX1) gene, partial cds; mitochondrial","1884634336","Procambarus alleni","594","Aug2018"
"KX238175Procambarus alleni cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518930","Procambarus alleni","606","KC4265"
"HM358013Procambarus alleni voucher Pal-HU001 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","313279813","Procambarus alleni","678","Pal-HU001|aquarium culture Humboldt-University of Berlin"
"HQ171452Procambarus alleni isolate Pal-4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212386","Procambarus alleni","678","Pal-4"
"HQ171451Procambarus alleni isolate Pal-3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212384","Procambarus alleni","676","Pal-3"
"HQ171450Procambarus alleni isolate Pal-10 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212382","Procambarus alleni","676","Pal-10"
"HQ171449Procambarus alleni isolate Pal-1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","308212380","Procambarus alleni","676","Pal-1"
"KT074363Procambarus alleni mitochondrion, complete genome","946725846","Procambarus alleni","15942",NA
"KX238176Procambarus ancylus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518932","Procambarus ancylus","606","KC6395"
"KX238176Procambarus ancylus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518932","Procambarus ancylus","606","KC6395"
"KX238177Procambarus apalachicolae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518934","Procambarus apalachicolae","606","KC7265"
"KX238177Procambarus apalachicolae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518934","Procambarus apalachicolae","606","KC7265"
"KX238178Procambarus attiguus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518936","Procambarus attiguus","606","KC4294"
"KF827987Procambarus barbatus voucher KC4301 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","669056252","Procambarus barbatus","630","KC4301"
"KF827987Procambarus barbatus voucher KC4301 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","669056252","Procambarus barbatus","630","KC4301"
"KX238179Procambarus bivittatus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518938","Procambarus bivittatus","606","KC4976"
"KX238180Procambarus blandingii cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518940","Procambarus blandingii","606","JC2466"
"KX238180Procambarus blandingii cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518940","Procambarus blandingii","606","JC2466"
"KX238180Procambarus blandingii cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518940","Procambarus blandingii","606","JC2466"
